job_title,company_name,location,summary
Data Analyst - Next Generation Sequencing,Arc Bio,Scotts Valley. CA,The ideal candidate is a dedicated and detail-oriented individual who thrives in a fast-paced work environment. has an in-depth knowledge of statistical
Data Analyst,Insight Global,San Francisco. CA,Perform data analysis to understand the source data. its structure and underlying data granularity. Build automated data quality check using combination of
Senior Data Modeling Analyst,Experian,Costa Mesa. CA 92626,Minimum of 2 years of statistical modeling  data analysis experience including data manipulation experience. Experian is the world’s leading global information
BusinessDataQuality Analyst,Precision technologies,California City. CA•Temporarily Remote,We are hiring candidates for multiple positions like Business AnalystQuality analyst & Data Analyst. Hope you all are safe and doing well.!!
Data Analyst and Processor - Lead Records Administrator,Deloitte,Costa Mesa. CA 92626+1 location,Ability to analyze data and provide recommendations based on that analysis. And conducts data analytics. using those analytics to make suggested improvements
Data Analytics Analyst,Bank of the West,San Ramon. CA,Responsible for managing data analytics that provide overall data management and reporting. Intermediate level data analysis (SQL. SAS etc..) and understanding
Business Data Analyst,National Funding,San Diego. CA 92121 (University City area),Minimum 2-3 years of experience in Business Intelligence and Data Analysis. Ability to extract and manipulate data from multiple sources. developing assumptions
Data Operations Analyst — Remote,Tinuiti - 2,California•Remote,Ensure data requests are formally captured via standard data deliverables (source-to-target. control files. validation models) for ongoing data operations and
Business Analyst I,SchoolsFirst FCU,Tustin. CA 92780,1 to 3 years of related experience required. Under direct supervision. assists the division Vice President or manager in routine research and analysis to
Business Data Analyst,SESLOC Federal Credit Union,San Luis Obispo. CA 93401,High School Diploma and 3 to 5 years of analytics experience or an equivalent combination of education and work experience that demonstrates skill. knowledge
Data Analyst,Change Healthcare,California,Minimum 3-5 years of recent. hands-on experience in any of the following: data modeling principles. data manipulation. data mining. statistics. and analytics
Data Analyst,Alten,San Francisco. CA 94134 (Portola area),The ideal candidate will have great attention to detail. is comfortable doing repetitive work with data. and will be responsible for helping annotate large
Data Analytics Analyst,Bank of the West,San Ramon. CA,Responsible for managing data analytics that provide overall data management and reporting. Intermediate level data analysis (SQL. SAS etc..) and understanding
Data Analyst Level 2 - 21-02033,Evergreen Technologies. LLC.,Los Angeles. CA•Remote,Conduct audits and troubleshoot tracking gaps to maintain data confidence and implement data standardization practices.
Business Analyst,Cedars-Sinai,Los Angeles. CA,Three (3)+ years of relevant healthcare information systems experience. Deep technical and functional knowledge of assigned information systems.
Lead Data Analyst,Winc,Los Angeles. CA 90066 (Del Rey area),An understanding of data warehousing and ETL concepts including data pipelines. data quality. and business logic.
Senior Data Analyst,Tapjoy,San Francisco. CA 94104 (Financial District area),Comfortable thinking about data and systems. specifically ad tech data streams. Exceptional attention to detail; willingness to understand data at a very deep
Category Analyst - Entry Level,Edgewood Consulting Group,Cypress. CA 90630•Temporarily Remote,Proficiency with big data. statistics. and data science is a plus. Combine data and insights from different sources: syndicated data. market research. secondary
LMS Business Analyst,GP Strategies Corporation,California,Be able to perform repetitive tasks without making errors and with high attention to detail. 2+ years work experience within a customer service field utilizing
SAP Sr Master Data Functional Analyst,EGB Systems and Solutions Inc,Santa Clara. CA 95050,Leads and performs Master data analysis. data cleansing through the review process. Understands Customer VendorMaterial master data from the business and
Associate Logistics Data Analyst,Flock Freight,San Diego. CA,Our team is made up of a group of engineers and analysts who are passionate about turning data into actionable insights. developing innovative solutions to key
Quantitative Analyst,RAND Corporation,Los Angeles. CA,Working in multi-disciplinary teams. RAND Quantitative Analysts apply quantitative analytic and project management skills to help projects collect data. analyze
Data & Reporting Analyst,Coalition for Responsible Community Development,Los Angeles. CA 90011 (Central City area),Review and validate data entry across all data systems to ensure data entry is accurate. effective. and efficient. Combination of field and office environment.
Senior Data Analyst. Strategic Insights,Pantheon,California•Remote,Uncanny ability to connect customer behaviors with data and develop data-based behavioral insights. Strong SQL abilities and data analysis skills.
Business Analyst (DOM),Universal Music Group,Santa Monica. CA 90404 (Mid-City area),Minimum of 5 years in business  process analyst role. In-depth knowledge of data gathering and modelling techniques. Develop solution test cases and scenarios.
Sr People Data Analyst,Box,California,Scale people data: Enhance people data platform. effectively organize and distill data. build scalable models to analyze data.
Senior Data Analyst - Santa Ana. CA or Minnetonka. MN,UnitedHealth Group,Santa Ana. CA 92702,Perform ad hoc data research using SQL tools and fulfill various data requests. 2+ years of experience writing data-driven reports. working with data to create
Business Analyst. Order Management - Opportunity for Working...,VMware,Palo Alto. CA+1 location•Remote,Perform data analysis. reconciliation and reporting metrics analysis. Based in 5 global locations. the Worldwide Booking Operations team is responsible for
Business Analyst,Ukund,Sacramento. CA•Temporarily Remote,Job Types: Full-time. Part-time. Contract. Sacramento. CA: Reliably commute or planning to relocate before starting work (Preferred).
Data Operations Analyst — Remote,Tinuiti - 2,California•Remote,Ensure data requests are formally captured via standard data deliverables (source-to-target. control files. validation models) for ongoing data operations and
Senior Data Analyst,Rockstar Games,San Diego. CA,Drive requirements for data collection and for data modeling with data engineers. Work within a team of data analysts and engineers.
Data Visualization Specialist,Crunch.io,San Francisco Bay Area. CA•Remote,Deep domain expertise of data science. statistical analysis. and data visualization. Able to designdevelop industry-leading data visualizations based on an
Category Analyst - Entry Level,Edgewood Consulting Group,Cypress. CA 90630•Temporarily Remote,Proficiency with big data. statistics. and data science is a plus. Combine data and insights from different sources: syndicated data. market research. secondary
Data Analyst - Customer Quality,QSC. LLC,Costa Mesa. CA 92626,The data analyst will interface with IT resources for support where necessary. Experience creating reports and data visualizations with Power BI or Tableau.
Lead Data Analyst,Winc,Los Angeles. CA 90066 (Del Rey area),An understanding of data warehousing and ETL concepts including data pipelines. data quality. and business logic.
Business Intelligence Analyst,Change Healthcare,California,Detailed data analysis to identify trends. This position will assist in pulling data for reporting and assist with large vendor migrations.
Data Analytics Analyst,Bank of the West,San Ramon. CA,Responsible for managing data analytics that provide overall data management and reporting. Intermediate level data analysis (SQL. SAS etc..) and understanding
Business Intelligence Analyst III,UCLA Health,Los Angeles. CA 90095,3+ year experience in data management and data analysis. The incumbent provides data support to data-driven performance improvement projects within UCLA Health
Senior Health Data Analyst,Nuna,San Francisco. CA,Keen attention to detail and deadline driven. Nuna partners with healthcare payers. including government agencies and health plans. to turn data into learnings
PROGRAM ANALYST,U.S. Pacific Fleet,Seal Beach. CA,Within the Department of Defense (DoD). the appointment of retired military members within 180 days immediately following retirement date to a civilian position
Business Analyst,DEMOSPHERE,Universal City. CA,Search the blog Recent Posts Introducing the Demosphere Universal Experience and Team Pages Getting to Know The Coaches’ Voice Thinking About Adding an
Data Analyst,Albertsons Companies,Pleasanton. CA 94588,Foster a culture of data-driven decision making. Ability to write SQL queries to extract data for analysis. This position will report into the Analytics Manager
Senior Data Analyst,Energy Solutions,Oakland. CA 94612 (Downtown area),Responsible for the quality and accuracy of data analyses; work with data engineers to establish a system to flag data errors. Presentation MS ppt. MS office.
Digital Data Analyst (Must have previous experience as an SQ...,Luth Research,San Diego. CA 92101 (Core-Columbia area),Flag and resolve data issues to ensure client satisfaction by analyzingvalidating the data in our databases and analyst level data collection chains improving
DEPARTMENTAL ADMINISTRATIVE ANALYST,County of Santa Cruz,Santa Cruz County. CA,BEREAVEMENT LEAVE - 3 days paid in California. 5 days paid out-of-state. The candidate will be part of a BA team that includes developers and analysts who will
Senior Data Analyst. Travel Insights,Sojern,San Francisco. CA 94111 (Financial District area),4+ years of hands-on experience in data analytics within a Big Data environment. Work closely with business stakeholders to understand and translate their needs
Junior Business & Technology Analyst - Data,Axos Bank,San Diego. CA 92122 (University City area),Perform data analysis and data profiling tasks to provide support and recommendations for development and design decisions.
Marketing Data Analyst,PUBG Santa Monica,Santa Monica. CA,Experience in programming. especially with data science and visualization libraries in Python or R. Minimum 2 years of data visualization and reporting using BI
Analyst - Western Region,Avison Young,San Francisco. CA 94104 (Financial District area),Adding data to platform daily through news and conversations with data analysts. brokers. tenants. owners. architects and economic development organizations
Business Analyst I,NextEra Energy,San Francisco. CA 94108 (Financial District area),Collect. process. and analyze client data using Python or R. As Data Analyst. you will work closely with customers. partners. and eIQ’s data science and product
Data Quality Analyst,1010data,San Diego. CA,Participate in ongoing data auditing and quality control efforts. as well as perform data forensics to identify anomalies and their root causes.
Sr People Data Analyst,Box,California,Scale people data: Enhance people data platform. effectively organize and distill data. build scalable models to analyze data.
Data Analyst. Hearthstone Analytics,Blizzard Entertainment,Irvine. CA 92618•Temporarily Remote,Demonstrated experience with some or all of the following: data modeling. data visualization. statistics. experimental design. predictive modeling.
Human Resources Data Analyst,Romeo Power,Los Angeles. CA,5+ years of experience in data analytics. Conduct research. quantitative analysis. data modeling. data mining. and the presentation of data to see beyond the
Finance Data Analyst. Devices and Services,Google,Mountain View. CA,Experience in Business Intelligence (BI). data science. data engineering. or related technology field. As a Finance Data Analyst for the D&S Finance team. you
Pharma Business Analyst  Process Modeler,Pinnacle Group,Redwood City. CA,The Business Analyst position client is seeking to fill will specifically support a team developing enterprise inventory management solutions for biological
Business Analyst,Young's Market Company,Tustin. CA 92780,If you are a current employee. please STOP and apply through the Careers Application in Workday Job Description Summary: Job Description: Enjoy a career
Data AnalystReport Writer. Go to Market,4 Over llc,Glendale. CA 91204 (Tropico area),Acquire data from primary or secondary data sources and maintain databasesdata systems. Develop and implement databases. data collection systems. data
Business Analyst. Hive Models,Hive,San Francisco. CA,You have 1-3 years of work experience in a Product Management or Engineering role at a technology or technology consulting company.
Senior Data Analyst. Growth,NorthOne,San Francisco. CA,Analyzing data to derive insights which identify new opportunities for growth and help us to solve customer problems. WHAT YOU'LL BE DOING.
Business Intelligence Analyst I  II,Friedmans Home Improvement,Petaluma. CA 94954,Bachelor’s Degree or equivalent experience solving analytical problems involving data. business process andor data analysis with focus in a retail or wholesale
Quantitative Analyst,RAND Corporation,Los Angeles. CA,Working in multi-disciplinary teams. RAND Quantitative Analysts apply quantitative analytic and project management skills to help projects collect data. analyze
Content & Data Analyst,Capital Group,Los Angeles. CA 90071•Temporarily Remote,Often that includes charts and other forms of data visualization. You have a knack for applying quantitative skills to investment industry data.
Business Analyst - 16354,Infinite Computing Systems,Sylmar. CA,Experience level: *2-4 years of experience. Tools in use (nice to have some of them)*. Doors. Polarion (Siemens). Windchill. Quality Center for Testing.
Senior Data Analyst. Market Research,WarnerMedia,Burbank. CA 91505,3-5 years employment with focused concentration on conducting. analyzing and reporting survey market research studies preferred. either at a full-service
Mobile Growth AnalystData scientist : 21-04149,Akraya Inc.,San Jose. CA 95110 (Downtown area),Advanced skill in SQL- experience joining data sets to drive analytics. Experience in defining a business problem. collecting required data. analyzing the
Principal Data Analyst - Telecommute,UnitedHealth Group,Santa Ana. CA 92702•Remote,Team members will typically use business intelligence. data visualization. query. analytic and statistical software to build solutions. perform analysis and
Business Analyst,Cedars-Sinai,Los Angeles. CA,Three (3)+ years of relevant healthcare information systems experience. Deep technical and functional knowledge of assigned information systems.
Data System Analyst,Meggitt,San Diego. CA 92121,Understanding of ETL and data pipelines. Perform ad-hoc analysis in response to requests as well as investigate data inconsistencies.
Business Analyst (REMOTE),BD,San Diego. CA 92130 (Carmel Valley area)•Remote,A Minimum of 3-5 years of managing relevant experience; or the equivalent combination of education and experience. Be part of something bigger!
Clinical Data Analyst,Zoll Circulation Inc.,San Jose. CA 95131 (North Valley area),Assist biostatistician in data extraction. preparation of clinical reports. and data presentation if applicable. Strong attention to details and flexibility.
Analyst. Data & Lifecycle Marketing Technology,WarnerMedia,Culver City. CA,Document the data flows between the data MarTech platforms. 2+ years of experience in data operations. business analysis. data analytics. marketing technology
DATA CONTROL ANALYST,Simplex Construction Management. Inc. (Simplex),Anaheim. CA 92807 (Anaheim Hills area),Minimum 2 years experience in data entry involving various project controls applications. Support other office personnel in the entry of data into various
LMS Business Analyst,GP Strategies Corporation,California,Be able to perform repetitive tasks without making errors and with high attention to detail. 2+ years work experience within a customer service field utilizing
Business Intelligence Analyst,REVOLVE,Cerritos. CA 90703,Generate analysis and develop key insights from various data sources to come up with actionable recommendations. Other duties may be assigned.
Senior Data Analyst,Paysafe Group,Irvine. CA,Perform ad hoc data analysis request and support the various Risk stakeholders. Become the Subject Matter Expert (SME) for all data related to the Risk
Business Analyst. Data Platform Business Operations,Visa,Palo Alto. CA (Evergreen Park area),Prior experience working with reporting & data visualization systems such as SQL. Access. Tableau. etc a plus. Some background in “operational excellence”.
Client Data Analyst,Kinta AI,San Francisco. CA•Temporarily Remote,Transforming client data for Kinta implementation. Experience working with messy real-world data. 401(k) with 5% employer match.
Business Analyst,Fortinet,Sunnyvale. CA 94086 (East Murphy area),Can analyze and understand large data sets. Experience working with large sets of data. Experience working with databases to load data. run queries. and perform
Business Analyst,FUSE MEDIA,Glendale. CA 91203 (City Center area)•Temporarily Remote,Identify gaps and opportunities in all data sources. digital and linear. Explore data for insights about the opportunities across markets Fuse has products
Clinical Data Analyst,ZOLL LifeVest,San Jose. CA,Assist biostatistician in data extraction. preparation of clinical reports. and data presentation if applicable. Strong attention to details and flexibility.
Data Analyst (Informatics),Heluna Health,Richmond. CA,Experience in designingengineering data workflows and processes for automating ETL. data cleaning. and data quality assessments from structured and
Senior Data Analyst,TikTok,Los Angeles. CA,Expert experience pulling large and complex data using SQL. Regularly report findings and ongoing KPI's to marketing to provide visibility into campaign
Media Analyst,H&L Partners,San Francisco Bay Area. CA+1 location,Working across media analytics and account service teams. the analyst will help us ensure quality in our data and present the data in a way that makes it easy
Programmer Analyst (5 month limited appointment),UCLA Health,Los Angeles. CA 90095,PREFERRED experience with healthcare data andor electronic health record data including security and privacy concerns.
Senior Data Analyst,Zuora,California•Remote,Successful candidates for this position should be able to demonstrate a solid foundation as data analysts. aptitude for building data products. excellent
Business Intelligence Analyst,RawCubes,Irvine. CA•Remote,Experience with data visualization tools like Tableau and Microsoft Power BI. Advanced degree in Science and Technology related field - Experience with building
Business Analyst,Swinsoft,Folsom. CA 95630,Improve decision making through increased viability to data leading better Supply Utilization and Forecast Accuracy in ERP Systems.
Machine Learning Data Associate,Amazon.com Services LLC,Santa Barbara. CA,This role focuses on language data. primarily in the areas of writing and general data analysis deliverables. Writing high-quality and engaging copy.
BI Analyst,Agilon Health,California•Remote,Ensure data accuracy with ability to track issues through the data pipeline. Masters or other education in data visualization. analytics.
Sr. Data Analyst-Product,Weee! Inc,Fremont. CA,3-5 years of relevant experience working with Product teams. Partner with Data Engineering to craft our data infrastructure investments in support of BI needs
Business Analyst,TCS,Sunnyvale. CA,Work with SaaS vendor developers for resolution while taking ownership. As IT Business Analyst manage system requirements issues using agile methodology.
Sr. Data Analyst,Marqeta,Oakland. CA,We are seeking a senior data analyst interested in solving complex problems to support the creation of new data offerings. 401k plan with a Company match.
Data Insights Analyst,Saddleback Church,Lake Forest. CA 92630,The Data Insights Analyst will manage the data warehouse. analyze large data sets. identify trends. and build visuals to provide Saddleback leadership the
Social Media Data Analyst,First Media,Los Angeles. CA 90010,Help drive media strategies through data and insights. Help create sales & marketing materials with relevant performance data.
Sales Planning Analyst,The Clorox Company,Pleasanton. CA,Gather data across a wide variety of platforms as needed. Analyze data to identify opportunities and proactively communicate with team.
Order Processing Analyst,ServiceNow,San Diego. CA 92121 (University City area),Ensure data maintenance and integrity by supporting ad hoc requests to reconcile and or update any order. sales contract. or sales account data discrepancies.
QC Analyst,Zoetis,Union City. CA,Process and analyze data using basic statistical methods and internal software. Analyze in-line testing rotor lot data for rotor lot release.
Business Analyst (DOM),Universal Music Group,Santa Monica. CA 90404 (Mid-City area),Minimum of 5 years in business  process analyst role. In-depth knowledge of data gathering and modelling techniques. Develop solution test cases and scenarios.
People Analytics - (Senior Data Analyst),Blue Shield of California,Oakland. CA,Understanding of scalable data transformation techniques using SQL. Spark or equivalent. Experience in research survey  assessment design metrics design.
IA5 - Data & Impact Analyst - Full Time - 40 HoursWeek - No...,Episcopal Community Services Of San Francisco,San Francisco. CA 94103 (South of Market area),Monitor the quality and timeliness of program data across data systems. Perform data entry. cleaning. and validation in both ECS-run and external data systems.
Senior BI Analyst,Internet Brands,Los Angeles. CA,3-5 years’ experience in a hands-on analytical role with a focus on analyzing business problems. Support the business with time-critical data analyses.
IA5 - Data & Impact Analyst - Full Time - 40 HoursWeek - No...,Episcopal Community Services Of San Francisco,San Francisco. CA 94103 (South of Market area),Monitor the quality and timeliness of program data across data systems. Perform data entry. cleaning. and validation in both ECS-run and external data systems.
Senior BI Analyst,Internet Brands,Los Angeles. CA,3-5 years’ experience in a hands-on analytical role with a focus on analyzing business problems. Support the business with time-critical data analyses.
Analyst III (Housing Department) - Eviction Help Center,City of San Jose,San Jose. CA,Collect data and statistics and translate them into reports. Utilize automated data processing applications. including spreadsheets and databases to analyze and
Data AnalystReport Writer,Comprehensive Community Health Centers,Glendale. CA 91205 (Mariposa area),The Data Analyst will develop an adept knowledge of the organization’s existing data structures. maintain a functional data dictionary and analyze data to
Operations Data Analyst,ConsejoSano,Los Angeles. CA,Familiarity with platforms such as Tableau and other data analytic technologies. Closely coordinate campaign data uploads with the engagement team (patient
Data Analyst. Product,Jam City,San Francisco. CA+1 location,Using multiple data sources. create reporting and performance monitoring tools and dashboards for end users. Experience analyzing very large. multi-dimensional
Senior Data Analyst,First Republic Bank,San Francisco. CA 94111 (Financial District area),Possess a strong foundation in data analytics. an understanding and foundation in data science. 8+ years of experience writing advanced SQL. performance tuning
Supply Chain Data Analyst. Sacramento,Siemens,Sacramento. CA 95828•Remote,Own the data management process of analyzing raw and highly complex data from SAP using sophisticated excel skills.
GIS Data Analyst,InDepth Corporation,San Diego. CA 92127 (Rancho Bernardo area),Produce reports on geographic data utilizing data visualizations. Perform data mungingwrangling to clean and to convert data into its desired form.
Programmer Analyst III,Merced County. CA,Merced. CA 95340,Frequent use of data entry device including repetitive hand and arm motion. Analyze data. interpret directions. procedures and regulations. and develop
Business Intelligence Analyst III,UCLA Health,Los Angeles. CA 90095,3+ year experience in data management and data analysis. The incumbent provides data support to data-driven performance improvement projects within UCLA Health
Performance Marketing Analyst,Iron Horse,San Ramon. CA•Remote,Experience with Tableau. Power BI or similar data visualization tool. Leveraging data to identify ways to grow revenue. customer engagement and conversion.
Sr. Data Analyst,NetStrive Consulting. LLC,San Mateo. CA,Write scripts to Perform data management and data quality checks on the huge volumes historical data received. streamline and align with current data received
Business Analyst I,Blend,California•Remote,Our team continuously improves existing systems and creates new products to drive productivity efficiencies enhancing the experience of our #1 stakeholder. our
Sr. Data Analyst,Finix Payments,San Francisco. CA,Enable our operations team to make data-driven decisions based on timely. consistent. complete. and correct data. reports. and analytics.
Senior Data Analyst - Santa Ana. CA or Minnetonka. MN,UnitedHealth Group,Santa Ana. CA 92702,Perform ad hoc data research using SQL tools and fulfill various data requests. 2+ years of experience writing data-driven reports. working with data to create
Business Analyst,Inglewood Park Cemetery,Inglewood. CA 90301,Cemetery in Greater Los Angeles area is recruiting for Business Systems Analyst who evaluate existing business processessystemsworkflows and develop business
Business Analyst,Business Talent Group,Los Angeles. CA 90064 (West Los Angeles area)•Remote,A minimum of 5 years of experience in business analysis or a related field. As a hands-on Business Analyst. you will partner closely with business owners across
Senior BI Data Analyst - REMOTE,Medable,Palo Alto. CA•Remote,BI governance including data dictionary. report integrity. data quality and data audits. Experience with querying and exploring data stored in data warehouses.
Data Analyst. WW BPR,Apple,Santa Clara Valley. CA 95014,3-5 years relevant experience. Advanced knowledge of SQL and ability to normalize large volumes of data. Work with Apple’s IS&T team to drive development of
Data Analyst  Business Incentives,CTI III LLC,Rancho Cordova. CA 95670,Support various projects through research. data analysis. data mining. identification. and potential implementation of tax credit programs.
Technical Data Analyst (Professional) (RN280),8-Koi,Vandenberg AFB. CA,Maintain strict version control through analysis and de-confliction of multiple redlines to same data. Strong organizational skills with specific emphasis on
Financial Data Analyst,PennyMac,Westlake Village. CA 91362,Querying for ad-hoc data requests. Organize. prepare. and present data to management. Deliver data and other support information requests as needed for audits
Data Analyst (Operations Research Analyst),LAs Totally Awesome,Buena Park. CA 90620,To develop and manage automated solutions for the collection. configuration. and display of improvement data. To manage the relational database.
Business Analyst,Thumbtack,California•Remote,Proficiency using SQL to analyze large data sets and excellent excel  google sheets skills. Telling Thumbtack's story: Using metrics and data visualization to
Business Intelligence Analyst III,UCLA Health,Los Angeles. CA 90095,3+ year experience in data management and data analysis. The incumbent provides data support to data-driven performance improvement projects within UCLA Health
RESEARCH ANALYST II. BEHAVIORAL SCIENCES,Los Angeles County Department of Human Resources,Los Angeles County. CA,Research experience working with qualitative and quantitative methods. trend data. cross-sectional data. conducting predictive analytics. and utilizing research
SAP Sr Master Data Functional Analyst,EGB Systems and Solutions Inc,Santa Clara. CA 95050,Leads and performs Master data analysis. data cleansing through the review process. Understands Customer VendorMaterial master data from the business and
Data Analyst III,Bio-Rad Laboratories. Inc.,Hercules. CA,Perform data analyses using analytical models and mathematical analysis. Uses data analysismodeling to create new reports.
Business Analyst,STAT Revenue,Emeryville. CA 94608,Validate and analyze internally and externally generated data. Summarize data and present analysis with a focus on delivering results.
Data Analyst - Associate  Consultant-(Temporary Remote),Incept Data Solutions. Inc,San Jose. CA•Temporarily Remote,3-5 years’ experience in core analytics (product. marketing. customer insights or FP&A). Core analytics (product. customer insights or FP&A): 5 years (Required)
Creator Operations - Marketplace Operation Business Analyst,TikTok,Los Angeles. CA,Program manage and prepare materials for business insights sharing sessions at bi-weekly  monthly cadence. coordinate with data engineer and product team to
User Acquisition Data Analyst,VS Media,Westlake Village. CA 91361,Performs Excel analysis and manipulation of data visualization. and other data mining. Build visualizations and make data easily accessible and consistent
Healthcare Data Analyst,West Health,San Diego. CA,Creatingupdating SQL scripts to pull. transform. and combine multiple data sources and to create optimized data resources to drive analytic applications.
eCommerce Senior Data Analyst,Callisto Media,Emeryville. CA,Develop data-based insights and hypothesis. Work with data custodians as needed to Extract. Translate. and Load (ETL) data to create an appropriate data
Business Analyst,Transom Consulting,Los Angeles. CA,Analyzing large quantitative data sets using Excel to translate raw data into meaningful and digestible insights. and building advanced financial models using
Senior Data Management Analyst,Experian,Costa Mesa. CA 92626,The Data Management analyst will play an instrumental role in supporting ongoing projects related to data accuracy. consumer advocacy and related analytics.
Sr.BI Analyst-remote,Kairos Technologies,San Francisco. CA•Remote,Good understanding of data extraction and loading. 4-6 years of experience in BI tools development like Looker . Tableau etc. Exposure to Snowflake is a plus.
Data Analyst BI- Reporting Analyst III : 21-05006,Akraya Inc.,Mountain View. CA 94043•Remote,Help to produce ad hoc data and reports. Performs business analysis using various techniques. e.g. statistical analysis. explanatory and predictive modeling.
Business Intelligence Analyst III,UCLA Health,Los Angeles. CA 90095,3+ year experience in data management and data analysis. The incumbent provides data support to data-driven performance improvement projects within UCLA Health
Sr. Business Objects Developer,Formac Inc,Sunnyvale. CA•Temporarily Remote,The Business objects and Power BI consultant will have the opportunity to consolidate the report set into PI dashboards. Must have skills and competencies*.
Business Analyst,APLA Health,Los Angeles. CA 90005 (Koreatown area),Creates data sets. extracts and synthesizes data; conducts and interprets quantitative and qualitative analyses. Electronic health records and data reporting.
Junior Data Analyst with Work Life Culture,Recruiting for Good,San Diego. CA,Extract summary narratives from raw data. Seek out new data sources for integration into existing workflows and procedures. Undergraduate degree: B.S. or B.A.
Sr. Data Analyst. Marketing,Good Eggs,San Francisco Bay Area. CA•Remote,Desired 3-5 years of experience in marketing analytics with deep understanding of marketing KPIs. Partner closely with the data science team to enable the
Program Data Analyst,Mathematica Policy Research,Oakland. CA 94612 (Downtown area),Expertise in quantitative and qualitative research methods as well as knowledge of data analytic methods and tools. data management. data assessment. data
Data Analyst - Predictive Data Science,KKCS,Los Angeles. CA 90017 (Downtown area),Assess the eﬀectiveness and accuracy of new data sources and data‐gathering techniques. Develop custom data models and algorithms.
Business Analyst - Part Time,Spartan Technologies,Palo Alto. CA,Passion for data analysis with proven analytical and quantitative ability to use data to back up assumptions and develop business cases.
Sr. Manager. Data Analytics,Internet Brands,Los Angeles. CA,Experience coaching and developing advanced analysts. Highly Proficient (4+ years) in using SQL for data analysis and reporting.
Resolution Analyst,Delta Dental Ins.,Rancho Cordova. CA,Collects and analyzes data that will be used to make business decisions. Strong organizational skills with attention to detail and analytical skills.
Associate Data Analyst (temporary),Adventist Health Roseville,Roseville. CA,HR systemapplicationdata troubleshooting: Preferred. Runs proactive queries and relevant tests to diagnose system and data integrity issues.
Sr Analyst. Data Analytics & Reporting,WarnerMedia,Burbank. CA 91505,Performs system and data testing. reviews reporting with attention to detail. evaluates and validates data accuracy.
Associate Data Analyst,Intrado,Roseville. CA,Minimum one-year data collection or data entry experience required. Must successfully meet minimum score on data entry test.
Senior Data Analyst,Fashion Nova - Careers,Vernon. CA,QA and validate that all Google Analytics (GA) implementations for new and existing projects are capturing the correct data points accurately; Identify gaps in
Data Analyst. Account Management,Booster Fuels,San Mateo. CA,Familiarity with data visualization. data warehousing. and predictive modeling. Experience in providing data driven solutions across the business intelligence
Technical Business Analyst,TCS,Costa Mesa. CA 92626,Communicate with stakeholders to understand their requirements. Develop and analyze functional specifications. Provide advice and technical training.
Business Intelligence Analyst III,UCLA Health,Los Angeles. CA 90095,3+ year experience in data management and data analysis. The incumbent provides data support to data-driven performance improvement projects within UCLA Health
Marketing Data Analyst,System1,Los Angeles. CA•Temporarily Remote,You’ll analyze data from a variety of sources. using proprietary and industry-leading tools and platforms. Advanced proficiency with Google Analytics. SQL. and
Info & Data Systems Analyst,WarnerMedia,Burbank. CA 91505,3 to 5 years of experience in a technical support function. Support an array of info and data systems issues. Perform data entry and maintenance of records such
Operations Data Analyst,King.com,Foster City. CA,3+ years of relevant experience in data and analytics. Visualisation and the importance of drawing accurate conclusions from multiple data.
Data Analyst. Web Analytics,Razorfish,San Luis Obispo. CA 93401,A storyteller. be able to make sense of data and extrapolate meaningful and actionable insights. Analyze website performance data (overall trends. clickstream.
Business Analyst,Colsh Consultants,Santa Clara. CA,Liaison with business team (Finance & Accounting) and IT Development team. Working closely with Product Manager.
Senior Data Analyst. Product Insights,Pantheon,California•Remote,Collaborate with cross-functional partners to tackle challenges where product data and broader business data intersect. Unlimited time off and sick days.
Donor Data Management Analyst (Remote),Adventist Health Roseville,Roseville. CA•Remote,Provides database support to market philanthropy data leads to ensure data governance standards are maintained. the generation of KPI weeklymonthlyquarterly
Digital Business Analyst (Remote),Palo Alto Networks,Santa Clara. CA•Remote,Palo Alto Networks is building a world-leading digital services experience and seeks world-class talent to expand the team.
Business Data Analyst,PUBG Santa Monica,Santa Monica. CA,Minimum 5 years of experience in a data analytics role. Experience in programming. especially with data science & visualization libraries in Python or R.
Business Analyst,Xerox,Palo Alto. CA,The Refinery works as a cross-functional team of UX researchers. productbusiness designers. technologists. and business analysts.
Data Informatics Analyst - Remote (Anywhere US),Change Healthcare,California•Remote,Integrates data from multiple sources to produce requested or required data elements. Develop initiatives to implement statistical data quality processes.
Senior People Analyst. Data Foundations,Airtable,San Francisco. CA,Experience with data management. ETL processes. and data warehouse skills. Experience in engaging with the business to translate data into actionable insights
Healthcare Data Analyst II - Finance Analytics (Remote Optio...,Inland Empire Health Plans,Rancho Cucamonga. CA•Remote,Responsible for evaluating report requests to determine requestor’s needs and objectives. identifying correct methodology for extracting data including data
Development Data Analyst,Food Bank of Contra Costa and Solano,Concord. CA 94520,2-3 years of experience in research. data analysis. and data entry. required. Ability to report on relational data. create graphs and visual reports and join
Senior Data Analyst. Risk,Circle,California•Remote,Drive the enhancement of data tools available to data analysts at Circle. 3+ years' experience as Data Analyst in a data intensive environment. working with
Analyst. Research Analytics + Insights,RPA,Santa Monica. CA•Remote,Experience visualizing client deliverables data within PowerPoint or Tableau. Experience with unrefined data using a variety of analytical and statistical
Senior Data Analyst_Marketing,WarnerMedia,Burbank. CA 91505,3-5 years employment with focused concentration on conducting. analyzing and reporting survey market research studies preferred. either at a full-service
